location_id,year,month,rainfall_mm,drought_index,flood_risk
TAMIL NADU,1957,8,60.8,,
TAMIL NADU,1957,9,73.5,,
TAMIL NADU,1957,10,203.3,,
TAMIL NADU,1957,11,200.4,,
TAMIL NADU,1957,12,77.1,,
TAMIL NADU,1958,1,12.1,,
TAMIL NADU,1958,2,6.0,,
TAMIL NADU,1958,3,27.2,,
TAMIL NADU,1958,4,49.4,,
TAMIL NADU,1958,5,114.7,,
TAMIL NADU,1958,6,33.0,,
TAMIL NADU,1958,7,47.3,,
TAMIL NADU,1958,8,147.7,,
TAMIL NADU,1958,9,80.0,,
TAMIL NADU,1958,10,155.2,,
TAMIL NADU,1958,11,154.4,,
TAMIL NADU,1958,12,25.5,,
TAMIL NADU,1959,1,3.7,,
TAMIL NADU,1959,2,34.8,,
TAMIL NADU,1959,3,0.1,,
TAMIL NADU,1959,4,51.4,,
TAMIL NADU,1959,5,68.2,,
TAMIL NADU,1959,6,83.5,,
TAMIL NADU,1959,7,60.6,,
TAMIL NADU,1959,8,62.1,,
TAMIL NADU,1959,9,99.1,,
TAMIL NADU,1959,10,187.0,,
TAMIL NADU,1959,11,190.4,,
TAMIL NADU,1959,12,53.4,,
TAMIL NADU,1960,1,5.5,,
TAMIL NADU,1960,2,9.9,,
TAMIL NADU,1960,3,21.0,,
TAMIL NADU,1960,4,60.0,,
TAMIL NADU,1960,5,60.9,,
TAMIL NADU,1960,6,35.9,,
TAMIL NADU,1960,7,146.8,,
TAMIL NADU,1960,8,55.6,,
TAMIL NADU,1960,9,108.4,,
TAMIL NADU,1960,10,134.5,,
TAMIL NADU,1960,11,354.1,,
TAMIL NADU,1960,12,21.2,,
TAMIL NADU,1961,1,76.0,,
TAMIL NADU,1961,2,12.7,,
TAMIL NADU,1961,3,2.2,,
TAMIL NADU,1961,4,23.9,,
TAMIL NADU,1961,5,71.9,,
TAMIL NADU,1961,6,73.8,,
TAMIL NADU,1961,7,99.4,,
TAMIL NADU,1961,8,110.4,,
TAMIL NADU,1961,9,122.2,,
TAMIL NADU,1961,10,154.7,,
TAMIL NADU,1961,11,107.5,,
TAMIL NADU,1961,12,56.1,,
TAMIL NADU,1962,1,10.0,,
TAMIL NADU,1962,2,23.6,,
TAMIL NADU,1962,3,13.6,,
TAMIL NADU,1962,4,48.4,,
TAMIL NADU,1962,5,114.1,,
TAMIL NADU,1962,6,44.0,,
TAMIL NADU,1962,7,56.7,,
TAMIL NADU,1962,8,130.5,,
TAMIL NADU,1962,9,114.8,,
TAMIL NADU,1962,10,275.7,,
TAMIL NADU,1962,11,63.1,,
TAMIL NADU,1962,12,47.1,,
TAMIL NADU,1963,1,76.2,,
TAMIL NADU,1963,2,4.8,,
TAMIL NADU,1963,3,39.1,,
TAMIL NADU,1963,4,56.5,,
TAMIL NADU,1963,5,45.1,,
TAMIL NADU,1963,6,49.9,,
TAMIL NADU,1963,7,93.1,,
TAMIL NADU,1963,8,88.7,,
TAMIL NADU,1963,9,115.0,,
TAMIL NADU,1963,10,173.4,,
TAMIL NADU,1963,11,195.0,,
TAMIL NADU,1963,12,135.9,,
TAMIL NADU,1964,1,1.6,,
TAMIL NADU,1964,2,1.2,,
TAMIL NADU,1964,3,15.5,,
TAMIL NADU,1964,4,11.4,,
TAMIL NADU,1964,5,56.8,,
TAMIL NADU,1964,6,31.3,,
TAMIL NADU,1964,7,174.7,,
TAMIL NADU,1964,8,100.8,,
TAMIL NADU,1964,9,92.3,,
TAMIL NADU,1964,10,187.7,,
TAMIL NADU,1964,11,166.4,,
TAMIL NADU,1964,12,70.9,,
TAMIL NADU,1965,1,1.8,,
TAMIL NADU,1965,2,7.2,,
TAMIL NADU,1965,3,10.1,,
TAMIL NADU,1965,4,63.8,,
TAMIL NADU,1965,5,40.9,,
TAMIL NADU,1965,6,33.5,,
TAMIL NADU,1965,7,55.4,,
TAMIL NADU,1965,8,169.8,,
TAMIL NADU,1965,9,92.7,,
TAMIL NADU,1965,10,123.9,,
TAMIL NADU,1965,11,120.3,,
TAMIL NADU,1965,12,202.3,,
TAMIL NADU,1966,1,16.0,,
TAMIL NADU,1966,2,1.6,,
TAMIL NADU,1966,3,11.9,,
TAMIL NADU,1966,4,33.4,,
TAMIL NADU,1966,5,51.8,,
TAMIL NADU,1966,6,51.6,,
TAMIL NADU,1966,7,76.4,,
TAMIL NADU,1966,8,143.4,,
TAMIL NADU,1966,9,166.1,,
TAMIL NADU,1966,10,290.6,,
TAMIL NADU,1966,11,224.3,,
TAMIL NADU,1966,12,99.8,,
TAMIL NADU,1967,1,28.9,,
TAMIL NADU,1967,2,1.0,,
TAMIL NADU,1967,3,40.4,,
TAMIL NADU,1967,4,19.3,,
TAMIL NADU,1967,5,47.6,,
TAMIL NADU,1967,6,69.1,,
TAMIL NADU,1967,7,69.4,,
TAMIL NADU,1967,8,81.2,,
TAMIL NADU,1967,9,76.2,,
TAMIL NADU,1967,10,182.3,,
TAMIL NADU,1967,11,127.1,,
TAMIL NADU,1967,12,156.7,,
TAMIL NADU,1968,1,4.6,,
TAMIL NADU,1968,2,5.6,,
TAMIL NADU,1968,3,36.5,,
TAMIL NADU,1968,4,85.9,,
TAMIL NADU,1968,5,46.9,,
TAMIL NADU,1968,6,47.9,,
TAMIL NADU,1968,7,53.7,,
TAMIL NADU,1968,8,65.0,,
TAMIL NADU,1968,9,137.7,,
TAMIL NADU,1968,10,111.8,,
TAMIL NADU,1968,11,121.1,,
TAMIL NADU,1968,12,72.7,,
TAMIL NADU,1969,1,1.5,,
TAMIL NADU,1969,2,7.2,,
TAMIL NADU,1969,3,3.5,,
TAMIL NADU,1969,4,32.1,,
TAMIL NADU,1969,5,57.0,,
TAMIL NADU,1969,6,30.4,,
TAMIL NADU,1969,7,60.9,,
TAMIL NADU,1969,8,139.7,,
TAMIL NADU,1969,9,36.8,,
TAMIL NADU,1969,10,275.1,,
TAMIL NADU,1969,11,190.5,,
TAMIL NADU,1969,12,127.1,,
TAMIL NADU,1970,1,15.9,,
TAMIL NADU,1970,2,18.0,,
TAMIL NADU,1970,3,9.2,,
TAMIL NADU,1970,4,61.8,,
TAMIL NADU,1970,5,85.4,,
TAMIL NADU,1970,6,51.6,,
TAMIL NADU,1970,7,88.9,,
TAMIL NADU,1970,8,98.5,,
TAMIL NADU,1970,9,102.4,,
TAMIL NADU,1970,10,195.1,,
TAMIL NADU,1970,11,199.9,,
TAMIL NADU,1970,12,15.3,,
TAMIL NADU,1971,1,19.3,,
TAMIL NADU,1971,2,11.1,,
TAMIL NADU,1971,3,37.8,,
TAMIL NADU,1971,4,40.6,,
TAMIL NADU,1971,5,75.7,,
TAMIL NADU,1971,6,46.9,,
TAMIL NADU,1971,7,87.2,,
TAMIL NADU,1971,8,127.8,,
TAMIL NADU,1971,9,109.0,,
TAMIL NADU,1971,10,221.3,,
TAMIL NADU,1971,11,71.3,,
TAMIL NADU,1971,12,199.6,,
TAMIL NADU,1972,1,4.0,,
TAMIL NADU,1972,2,1.2,,
TAMIL NADU,1972,3,1.0,,
TAMIL NADU,1972,4,14.0,,
TAMIL NADU,1972,5,151.1,,
TAMIL NADU,1972,6,55.1,,
TAMIL NADU,1972,7,49.2,,
TAMIL NADU,1972,8,42.7,,
TAMIL NADU,1972,9,175.3,,
TAMIL NADU,1972,10,273.1,,
TAMIL NADU,1972,11,126.0,,
TAMIL NADU,1972,12,200.6,,
TAMIL NADU,1973,1,0.3,,
TAMIL NADU,1973,2,0.2,,
TAMIL NADU,1973,3,5.3,,
TAMIL NADU,1973,4,20.7,,
TAMIL NADU,1973,5,57.0,,
TAMIL NADU,1973,6,63.5,,
TAMIL NADU,1973,7,92.3,,
TAMIL NADU,1973,8,87.6,,
TAMIL NADU,1973,9,130.4,,
TAMIL NADU,1973,10,195.2,,
TAMIL NADU,1973,11,79.1,,
TAMIL NADU,1973,12,127.1,,
TAMIL NADU,1974,1,0.6,,
TAMIL NADU,1974,2,8.9,,
TAMIL NADU,1974,3,6.7,,
TAMIL NADU,1974,4,30.4,,
TAMIL NADU,1974,5,59.5,,
TAMIL NADU,1974,6,40.6,,
TAMIL NADU,1974,7,79.8,,
TAMIL NADU,1974,8,63.5,,
TAMIL NADU,1974,9,178.0,,
TAMIL NADU,1974,10,114.8,,
TAMIL NADU,1974,11,47.8,,
TAMIL NADU,1974,12,22.2,,
TAMIL NADU,1975,1,6.0,,
TAMIL NADU,1975,2,4.3,,
TAMIL NADU,1975,3,34.8,,
TAMIL NADU,1975,4,20.8,,
TAMIL NADU,1975,5,80.8,,
TAMIL NADU,1975,6,46.8,,
TAMIL NADU,1975,7,129.1,,
TAMIL NADU,1975,8,121.3,,
TAMIL NADU,1975,9,147.8,,
TAMIL NADU,1975,10,165.3,,
TAMIL NADU,1975,11,130.3,,
TAMIL NADU,1975,12,36.4,,
TAMIL NADU,1976,1,1.2,,
TAMIL NADU,1976,2,0.2,,
TAMIL NADU,1976,3,8.4,,
TAMIL NADU,1976,4,50.1,,
TAMIL NADU,1976,5,33.8,,
TAMIL NADU,1976,6,48.6,,
TAMIL NADU,1976,7,64.0,,
TAMIL NADU,1976,8,129.9,,
TAMIL NADU,1976,9,83.7,,
TAMIL NADU,1976,10,137.6,,
TAMIL NADU,1976,11,244.9,,
TAMIL NADU,1976,12,56.6,,
TAMIL NADU,1977,1,1.4,,
TAMIL NADU,1977,2,24.8,,
TAMIL NADU,1977,3,10.4,,
TAMIL NADU,1977,4,45.5,,
TAMIL NADU,1977,5,104.1,,
TAMIL NADU,1977,6,50.6,,
TAMIL NADU,1977,7,55.4,,
TAMIL NADU,1977,8,128.3,,
TAMIL NADU,1977,9,118.6,,
TAMIL NADU,1977,10,347.5,,
TAMIL NADU,1977,11,346.8,,
TAMIL NADU,1977,12,12.6,,
TAMIL NADU,1978,1,1.4,,
TAMIL NADU,1978,2,11.2,,
TAMIL NADU,1978,3,10.9,,
TAMIL NADU,1978,4,35.9,,
TAMIL NADU,1978,5,55.2,,
TAMIL NADU,1978,6,29.4,,
TAMIL NADU,1978,7,78.2,,
TAMIL NADU,1978,8,55.4,,
TAMIL NADU,1978,9,137.2,,
TAMIL NADU,1978,10,151.4,,
TAMIL NADU,1978,11,234.6,,
TAMIL NADU,1978,12,198.1,,
TAMIL NADU,1979,1,0.7,,
TAMIL NADU,1979,2,43.5,,
TAMIL NADU,1979,3,12.5,,
TAMIL NADU,1979,4,15.3,,
TAMIL NADU,1979,5,35.1,,
TAMIL NADU,1979,6,60.2,,
TAMIL NADU,1979,7,75.2,,
TAMIL NADU,1979,8,80.2,,
TAMIL NADU,1979,9,183.1,,
TAMIL NADU,1979,10,132.6,,
TAMIL NADU,1979,11,416.7,,
TAMIL NADU,1979,12,48.2,,
TAMIL NADU,1980,1,0.1,,
TAMIL NADU,1980,2,0.0,,
TAMIL NADU,1980,3,15.4,,
TAMIL NADU,1980,4,45.9,,
TAMIL NADU,1980,5,69.2,,
TAMIL NADU,1980,6,37.7,,
TAMIL NADU,1980,7,64.9,,
TAMIL NADU,1980,8,64.2,,
TAMIL NADU,1980,9,76.3,,
TAMIL NADU,1980,10,122.3,,
TAMIL NADU,1980,11,166.2,,
TAMIL NADU,1980,12,47.0,,
TAMIL NADU,1981,1,8.9,,
TAMIL NADU,1981,2,1.3,,
TAMIL NADU,1981,3,21.7,,
TAMIL NADU,1981,4,23.7,,
TAMIL NADU,1981,5,87.2,,
TAMIL NADU,1981,6,57.0,,
TAMIL NADU,1981,7,117.0,,
TAMIL NADU,1981,8,91.8,,
TAMIL NADU,1981,9,200.5,,
TAMIL NADU,1981,10,258.0,,
TAMIL NADU,1981,11,106.4,,
TAMIL NADU,1981,12,72.5,,
TAMIL NADU,1982,1,0.2,,
TAMIL NADU,1982,2,0.1,,
TAMIL NADU,1982,3,8.6,,
TAMIL NADU,1982,4,25.2,,
TAMIL NADU,1982,5,58.8,,
TAMIL NADU,1982,6,49.8,,
TAMIL NADU,1982,7,52.5,,
TAMIL NADU,1982,8,44.5,,
TAMIL NADU,1982,9,93.4,,
TAMIL NADU,1982,10,114.0,,
TAMIL NADU,1982,11,200.8,,
TAMIL NADU,1982,12,30.9,,
TAMIL NADU,1983,1,0.2,,
TAMIL NADU,1983,2,0.2,,
TAMIL NADU,1983,3,1.9,,
TAMIL NADU,1983,4,5.5,,
TAMIL NADU,1983,5,86.9,,
TAMIL NADU,1983,6,72.9,,
TAMIL NADU,1983,7,77.9,,
TAMIL NADU,1983,8,132.0,,
TAMIL NADU,1983,9,154.6,,
TAMIL NADU,1983,10,138.7,,
TAMIL NADU,1983,11,94.5,,
TAMIL NADU,1983,12,242.6,,
TAMIL NADU,1984,1,34.5,,
TAMIL NADU,1984,2,131.3,,
TAMIL NADU,1984,3,101.7,,
TAMIL NADU,1984,4,45.4,,
TAMIL NADU,1984,5,21.6,,
TAMIL NADU,1984,6,43.6,,
TAMIL NADU,1984,7,149.5,,
TAMIL NADU,1984,8,38.0,,
TAMIL NADU,1984,9,151.3,,
TAMIL NADU,1984,10,134.8,,
TAMIL NADU,1984,11,113.5,,
TAMIL NADU,1984,12,58.5,,
TAMIL NADU,1985,1,89.7,,
TAMIL NADU,1985,2,5.2,,
TAMIL NADU,1985,3,11.9,,
TAMIL NADU,1985,4,43.9,,
TAMIL NADU,1985,5,33.4,,
TAMIL NADU,1985,6,108.8,,
TAMIL NADU,1985,7,81.2,,
TAMIL NADU,1985,8,129.7,,
TAMIL NADU,1985,9,161.6,,
TAMIL NADU,1985,10,107.3,,
TAMIL NADU,1985,11,233.3,,
TAMIL NADU,1985,12,57.4,,
TAMIL NADU,1986,1,65.5,,
TAMIL NADU,1986,2,39.0,,
TAMIL NADU,1986,3,16.1,,
TAMIL NADU,1986,4,20.9,,
TAMIL NADU,1986,5,62.7,,
TAMIL NADU,1986,6,63.4,,
TAMIL NADU,1986,7,66.9,,
TAMIL NADU,1986,8,115.2,,
TAMIL NADU,1986,9,142.3,,
TAMIL NADU,1986,10,170.5,,
TAMIL NADU,1986,11,133.4,,
TAMIL NADU,1986,12,57.1,,
TAMIL NADU,1987,1,8.0,,
TAMIL NADU,1987,2,1.2,,
TAMIL NADU,1987,3,28.7,,
TAMIL NADU,1987,4,20.0,,
TAMIL NADU,1987,5,50.5,,
TAMIL NADU,1987,6,70.5,,
TAMIL NADU,1987,7,26.1,,
TAMIL NADU,1987,8,82.8,,
TAMIL NADU,1987,9,127.0,,
TAMIL NADU,1987,10,236.7,,
TAMIL NADU,1987,11,136.9,,
TAMIL NADU,1987,12,175.0,,
TAMIL NADU,1988,1,0.2,,
TAMIL NADU,1988,2,3.8,,
TAMIL NADU,1988,3,27.4,,
TAMIL NADU,1988,4,94.6,,
TAMIL NADU,1988,5,59.1,,
TAMIL NADU,1988,6,41.1,,
TAMIL NADU,1988,7,102.6,,
TAMIL NADU,1988,8,149.8,,
TAMIL NADU,1988,9,136.1,,
TAMIL NADU,1988,10,71.8,,
TAMIL NADU,1988,11,117.6,,
TAMIL NADU,1988,12,33.1,,
TAMIL NADU,1989,1,2.7,,
TAMIL NADU,1989,2,0.0,,
TAMIL NADU,1989,3,27.9,,
TAMIL NADU,1989,4,40.8,,
TAMIL NADU,1989,5,53.6,,
TAMIL NADU,1989,6,57.4,,
TAMIL NADU,1989,7,154.9,,
TAMIL NADU,1989,8,39.7,,
TAMIL NADU,1989,9,137.3,,
TAMIL NADU,1989,10,148.6,,
TAMIL NADU,1989,11,154.0,,
TAMIL NADU,1989,12,39.8,,
TAMIL NADU,1990,1,84.8,,
TAMIL NADU,1990,2,10.2,,
TAMIL NADU,1990,3,36.2,,
TAMIL NADU,1990,4,24.3,,
TAMIL NADU,1990,5,94.9,,
TAMIL NADU,1990,6,28.9,,
TAMIL NADU,1990,7,40.0,,
TAMIL NADU,1990,8,80.1,,
TAMIL NADU,1990,9,119.6,,
TAMIL NADU,1990,10,194.1,,
TAMIL NADU,1990,11,144.0,,
TAMIL NADU,1990,12,46.1,,
TAMIL NADU,1991,1,24.2,,
TAMIL NADU,1991,2,4.6,,
TAMIL NADU,1991,3,9.7,,
TAMIL NADU,1991,4,37.4,,
TAMIL NADU,1991,5,29.5,,
TAMIL NADU,1991,6,128.1,,
TAMIL NADU,1991,7,54.7,,
TAMIL NADU,1991,8,71.7,,
TAMIL NADU,1991,9,114.0,,
TAMIL NADU,1991,10,225.1,,
TAMIL NADU,1991,11,234.4,,
TAMIL NADU,1991,12,21.4,,
TAMIL NADU,1992,1,3.1,,
TAMIL NADU,1992,2,0.2,,
TAMIL NADU,1992,3,0.0,,
TAMIL NADU,1992,4,22.5,,
TAMIL NADU,1992,5,58.3,,
TAMIL NADU,1992,6,66.4,,
TAMIL NADU,1992,7,77.9,,
TAMIL NADU,1992,8,59.9,,
TAMIL NADU,1992,9,157.3,,
TAMIL NADU,1992,10,123.9,,
TAMIL NADU,1992,11,297.2,,
TAMIL NADU,1992,12,52.1,,
TAMIL NADU,1993,1,0.1,,
TAMIL NADU,1993,2,7.0,,
TAMIL NADU,1993,3,9.9,,
TAMIL NADU,1993,4,11.2,,
TAMIL NADU,1993,5,46.6,,
TAMIL NADU,1993,6,68.2,,
TAMIL NADU,1993,7,60.3,,
TAMIL NADU,1993,8,88.8,,
TAMIL NADU,1993,9,96.7,,
TAMIL NADU,1993,10,214.5,,
TAMIL NADU,1993,11,315.9,,
TAMIL NADU,1993,12,163.1,,
TAMIL NADU,1994,1,7.0,,
TAMIL NADU,1994,2,27.6,,
TAMIL NADU,1994,3,5.5,,
TAMIL NADU,1994,4,48.3,,
TAMIL NADU,1994,5,66.6,,
TAMIL NADU,1994,6,38.6,,
TAMIL NADU,1994,7,75.3,,
TAMIL NADU,1994,8,66.1,,
TAMIL NADU,1994,9,84.2,,
TAMIL NADU,1994,10,230.6,,
TAMIL NADU,1994,11,229.1,,
TAMIL NADU,1994,12,27.0,,
TAMIL NADU,1995,1,23.8,,
TAMIL NADU,1995,2,3.3,,
TAMIL NADU,1995,3,16.7,,
TAMIL NADU,1995,4,39.5,,
TAMIL NADU,1995,5,139.0,,
TAMIL NADU,1995,6,64.6,,
TAMIL NADU,1995,7,86.7,,
TAMIL NADU,1995,8,121.1,,
TAMIL NADU,1995,9,94.0,,
TAMIL NADU,1995,10,143.1,,
TAMIL NADU,1995,11,107.9,,
TAMIL NADU,1995,12,3.7,,
TAMIL NADU,1996,1,7.6,,
TAMIL NADU,1996,2,3.6,,
TAMIL NADU,1996,3,5.0,,
TAMIL NADU,1996,4,91.5,,
TAMIL NADU,1996,5,34.0,,
TAMIL NADU,1996,6,125.3,,
TAMIL NADU,1996,7,55.4,,
TAMIL NADU,1996,8,112.4,,
TAMIL NADU,1996,9,141.2,,
TAMIL NADU,1996,10,149.7,,
TAMIL NADU,1996,11,106.0,,
TAMIL NADU,1996,12,237.6,,
TAMIL NADU,1997,1,7.7,,
TAMIL NADU,1997,2,0.2,,
TAMIL NADU,1997,3,2.3,,
TAMIL NADU,1997,4,42.0,,
TAMIL NADU,1997,5,49.2,,
TAMIL NADU,1997,6,50.4,,
TAMIL NADU,1997,7,63.5,,
TAMIL NADU,1997,8,56.4,,
TAMIL NADU,1997,9,116.0,,
TAMIL NADU,1997,10,169.5,,
TAMIL NADU,1997,11,258.1,,
TAMIL NADU,1997,12,135.2,,
TAMIL NADU,1998,1,6.9,,
TAMIL NADU,1998,2,5.7,,
TAMIL NADU,1998,3,4.1,,
TAMIL NADU,1998,4,23.6,,
TAMIL NADU,1998,5,55.8,,
TAMIL NADU,1998,6,43.0,,
TAMIL NADU,1998,7,101.9,,
TAMIL NADU,1998,8,152.9,,
TAMIL NADU,1998,9,121.8,,
TAMIL NADU,1998,10,124.7,,
TAMIL NADU,1998,11,242.0,,
TAMIL NADU,1998,12,197.4,,
TAMIL NADU,1999,1,8.3,,
TAMIL NADU,1999,2,24.1,,
TAMIL NADU,1999,3,3.9,,
TAMIL NADU,1999,4,56.9,,
TAMIL NADU,1999,5,74.5,,
TAMIL NADU,1999,6,46.4,,
TAMIL NADU,1999,7,55.3,,
TAMIL NADU,1999,8,74.8,,
TAMIL NADU,1999,9,73.1,,
TAMIL NADU,1999,10,268.9,,
TAMIL NADU,1999,11,182.8,,
TAMIL NADU,1999,12,53.6,,
TAMIL NADU,2000,1,30.3,,
TAMIL NADU,2000,2,74.5,,
TAMIL NADU,2000,3,9.4,,
TAMIL NADU,2000,4,41.6,,
TAMIL NADU,2000,5,54.7,,
TAMIL NADU,2000,6,52.2,,
TAMIL NADU,2000,7,45.8,,
TAMIL NADU,2000,8,136.1,,
TAMIL NADU,2000,9,169.8,,
TAMIL NADU,2000,10,120.3,,
TAMIL NADU,2000,11,148.6,,
TAMIL NADU,2000,12,88.9,,
TAMIL NADU,2001,1,21.8,,
TAMIL NADU,2001,2,10.9,,
TAMIL NADU,2001,3,13.0,,
TAMIL NADU,2001,4,93.8,,
TAMIL NADU,2001,5,45.0,,
TAMIL NADU,2001,6,39.9,,
TAMIL NADU,2001,7,37.2,,
TAMIL NADU,2001,8,18.7,,
TAMIL NADU,2001,9,53.8,,
TAMIL NADU,2001,10,69.5,,
TAMIL NADU,2001,11,52.3,,
TAMIL NADU,2001,12,27.6,,
TAMIL NADU,2002,1,2.9,,
TAMIL NADU,2002,2,22.1,,
TAMIL NADU,2002,3,3.9,,
TAMIL NADU,2002,4,9.2,,
TAMIL NADU,2002,5,32.6,,
TAMIL NADU,2002,6,23.7,,
TAMIL NADU,2002,7,11.8,,
TAMIL NADU,2002,8,26.5,,
TAMIL NADU,2002,9,32.2,,
TAMIL NADU,2002,10,93.7,,
TAMIL NADU,2002,11,47.2,,
TAMIL NADU,2002,12,12.2,,
TAMIL NADU,2003,1,0.3,,
TAMIL NADU,2003,2,4.1,,
TAMIL NADU,2003,3,18.0,,
TAMIL NADU,2003,4,17.1,,
TAMIL NADU,2003,5,19.8,,
TAMIL NADU,2003,6,22.5,,
TAMIL NADU,2003,7,38.7,,
TAMIL NADU,2003,8,49.3,,
TAMIL NADU,2003,9,26.1,,
TAMIL NADU,2003,10,86.0,,
TAMIL NADU,2003,11,59.5,,
TAMIL NADU,2003,12,7.1,,
TAMIL NADU,2004,1,2.8,,
TAMIL NADU,2004,2,0.7,,
TAMIL NADU,2004,3,3.0,,
TAMIL NADU,2004,4,16.2,,
TAMIL NADU,2004,5,101.1,,
TAMIL NADU,2004,6,21.2,,
TAMIL NADU,2004,7,98.6,,
TAMIL NADU,2004,8,85.1,,
TAMIL NADU,2004,9,208.3,,
TAMIL NADU,2004,10,271.1,,
TAMIL NADU,2004,11,204.5,,
TAMIL NADU,2004,12,25.0,,
TAMIL NADU,2005,1,4.1,,
TAMIL NADU,2005,2,11.1,,
TAMIL NADU,2005,3,24.4,,
TAMIL NADU,2005,4,128.0,,
TAMIL NADU,2005,5,80.6,,
TAMIL NADU,2005,6,35.7,,
TAMIL NADU,2005,7,87.9,,
TAMIL NADU,2005,8,93.3,,
TAMIL NADU,2005,9,117.9,,
TAMIL NADU,2005,10,280.5,,
TAMIL NADU,2005,11,353.4,,
TAMIL NADU,2005,12,148.5,,
TAMIL NADU,2006,1,15.3,,
TAMIL NADU,2006,2,0.2,,
TAMIL NADU,2006,3,52.4,,
TAMIL NADU,2006,4,32.6,,
TAMIL NADU,2006,5,65.2,,
TAMIL NADU,2006,6,57.2,,
TAMIL NADU,2006,7,33.6,,
TAMIL NADU,2006,8,73.4,,
TAMIL NADU,2006,9,116.3,,
TAMIL NADU,2006,10,240.4,,
TAMIL NADU,2006,11,215.1,,
TAMIL NADU,2006,12,26.1,,
TAMIL NADU,2007,1,7.2,,
TAMIL NADU,2007,2,7.5,,
TAMIL NADU,2007,3,1.8,,
TAMIL NADU,2007,4,58.0,,
TAMIL NADU,2007,5,44.9,,
TAMIL NADU,2007,6,73.1,,
TAMIL NADU,2007,7,101.0,,
TAMIL NADU,2007,8,136.5,,
TAMIL NADU,2007,9,89.1,,
TAMIL NADU,2007,10,248.9,,
TAMIL NADU,2007,11,79.2,,
TAMIL NADU,2007,12,219.9,,
TAMIL NADU,2008,1,11.7,,
TAMIL NADU,2008,2,29.1,,
TAMIL NADU,2008,3,164.7,,
TAMIL NADU,2008,4,31.5,,
TAMIL NADU,2008,5,53.7,,
TAMIL NADU,2008,6,51.1,,
TAMIL NADU,2008,7,73.1,,
TAMIL NADU,2008,8,126.5,,
TAMIL NADU,2008,9,70.7,,
TAMIL NADU,2008,10,242.7,,
TAMIL NADU,2008,11,298.5,,
TAMIL NADU,2008,12,50.1,,
TAMIL NADU,2009,1,7.9,,
TAMIL NADU,2009,2,0.0,,
TAMIL NADU,2009,3,41.0,,
TAMIL NADU,2009,4,41.4,,
TAMIL NADU,2009,5,74.8,,
TAMIL NADU,2009,6,27.0,,
TAMIL NADU,2009,7,42.1,,
TAMIL NADU,2009,8,96.9,,
TAMIL NADU,2009,9,114.4,,
TAMIL NADU,2009,10,62.1,,
TAMIL NADU,2009,11,314.7,,
TAMIL NADU,2009,12,106.2,,
TAMIL NADU,2010,1,11.8,,
TAMIL NADU,2010,2,0.2,,
TAMIL NADU,2010,3,1.9,,
TAMIL NADU,2010,4,22.9,,
TAMIL NADU,2010,5,91.9,,
TAMIL NADU,2010,6,70.0,,
TAMIL NADU,2010,7,81.4,,
TAMIL NADU,2010,8,102.9,,
TAMIL NADU,2010,9,111.1,,
TAMIL NADU,2010,10,148.1,,
TAMIL NADU,2010,11,328.6,,
TAMIL NADU,2010,12,124.5,,
TAMIL NADU,2011,1,4.3,,
TAMIL NADU,2011,2,11.2,,
TAMIL NADU,2011,3,8.0,,
TAMIL NADU,2011,4,91.5,,
TAMIL NADU,2011,5,33.4,,
TAMIL NADU,2011,6,56.0,,
TAMIL NADU,2011,7,45.5,,
TAMIL NADU,2011,8,128.9,,
TAMIL NADU,2011,9,76.0,,
TAMIL NADU,2011,10,200.4,,
TAMIL NADU,2011,11,230.5,,
TAMIL NADU,2011,12,41.0,,
TAMIL NADU,2012,1,3.0,,
TAMIL NADU,2012,2,0.1,,
TAMIL NADU,2012,3,2.5,,
TAMIL NADU,2012,4,35.5,,
TAMIL NADU,2012,5,41.9,,
TAMIL NADU,2012,6,30.1,,
TAMIL NADU,2012,7,46.5,,
TAMIL NADU,2012,8,98.0,,
TAMIL NADU,2012,9,84.9,,
TAMIL NADU,2012,10,235.2,,
TAMIL NADU,2012,11,44.5,,
TAMIL NADU,2012,12,14.0,,
TAMIL NADU,2013,1,3.9,,
TAMIL NADU,2013,2,30.9,,
TAMIL NADU,2013,3,30.0,,
TAMIL NADU,2013,4,20.3,,
TAMIL NADU,2013,5,42.0,,
TAMIL NADU,2013,6,54.6,,
TAMIL NADU,2013,7,42.7,,
TAMIL NADU,2013,8,110.7,,
TAMIL NADU,2013,9,113.5,,
TAMIL NADU,2013,10,127.9,,
TAMIL NADU,2013,11,112.3,,
TAMIL NADU,2013,12,53.2,,
TAMIL NADU,2014,1,7.4,,
TAMIL NADU,2014,2,6.1,,
TAMIL NADU,2014,3,8.1,,
TAMIL NADU,2014,4,8.3,,
TAMIL NADU,2014,5,139.1,,
TAMIL NADU,2014,6,47.8,,
TAMIL NADU,2014,7,50.6,,
TAMIL NADU,2014,8,117.7,,
TAMIL NADU,2014,9,98.9,,
TAMIL NADU,2014,10,252.2,,
TAMIL NADU,2014,11,110.8,,
TAMIL NADU,2014,12,66.0,,
TAMIL NADU,2015,1,8.3,,
TAMIL NADU,2015,2,2.3,,
TAMIL NADU,2015,3,21.7,,
TAMIL NADU,2015,4,108.8,,
TAMIL NADU,2015,5,112.4,,
TAMIL NADU,2015,6,62.4,,
TAMIL NADU,2015,7,43.5,,
TAMIL NADU,2015,8,81.6,,
TAMIL NADU,2015,9,98.4,,
